編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTOMLQKNHOFFBJ66CA,,248.01,住家用,鋼筋混凝土造,,四層,一層 二層 三層 四層
RPSOMLRKNHOFFBJ66CA,15,61.85,住家用,鋼筋混凝土造,92年12月31日,十層,六層
RPSOMLRKNHOFFBJ66CA,15,17.34,共用部分,鋼筋混凝土造,92年12月31日,十層,
RPSOMLRKNHOFFBJ66CA,15,9.97,共用部分,鋼筋混凝土造,92年12月31日,十層,
RPSOMLRKNHOFFBJ66CA,15,.16,見其他登記事項,鋼筋混凝土造,92年12月31日,十層,一層
RPSOMLRKNHOFFBJ66CA,15,22.70,共用部分,鋼筋混凝土造,92年12月31日,十層,
RPOOMLRKNHOFFBJ88CA,11,90.71,住家用,鋼筋混凝土造,97年8月25日,十四層,四層
RPOOMLRKNHOFFBJ88CA,11,17.65,共用部分,鋼筋混凝土造,97年8月25日,十四層,
RPOOMLRKNHOFFBJ88CA,11,17.00,共用部分,鋼筋混凝土造,97年8月25日,十四層,
RPOOMLRKNHOFFBJ88CA,11,.03,見其他登記事項,鋼筋混凝土造,97年8月25日,十四層,地下一層
RPOOMLRKNHOFFBJ88CA,11,31.33,共用部分,鋼筋混凝土造,97年8月25日,十四層,
RPVOMLRKNHOFFBJ96CA,13,163.02,住家用,鋼筋混凝土造,94年12月13日,十二層,二層
RPVOMLRKNHOFFBJ96CA,13,112.70,共用部分,鋼筋混凝土造,94年12月13日,十二層,
RPPQMLRKNHOFFBJ56CA,,266.45,見其他登記事項,鋼筋混凝土造,108年1月15日,五層,一層 二層 三層 四層 五層 屋頂突出物
RPWOMLRKNHOFFBJ07CA,11,32.54,商業用,鋼骨鋼筋混凝土造,96年12月28日,十層,五層
RPWOMLRKNHOFFBJ07CA,11,1.21,商業用,鋼骨鋼筋混凝土造,96年12月28日,十層,一層 見其他登記事項
RPWOMLRKNHOFFBJ07CA,11,.44,共用部分,鋼骨鋼筋混凝土造,96年12月28日,十層,
RPWOMLRKNHOFFBJ07CA,11,.06,共用部分,鋼骨鋼筋混凝土造,96年12月28日,十層,
RPWOMLRKNHOFFBJ07CA,11,11.76,共用部分,鋼骨鋼筋混凝土造,96年12月28日,十層,
RPWOMLRKNHOFFBJ07CA,11,1.56,共用部分,鋼骨鋼筋混凝土造,96年12月28日,十層,
RPTNMLPKNHOFFBJ09CA,5,151.25,住家用,鋼筋混凝土造,101年9月24日,二十五層,十八層
RPTNMLPKNHOFFBJ09CA,5,107.76,見其他登記事項,鋼筋混凝土造,101年9月24日,二十五層,
RPTNMLPKNHOFFBJ09CA,5,33.20,見其他登記事項,鋼筋混凝土造,101年9月24日,二十五層,
RPQQMLKMNHOFFBJ78CA,19,218.19,住家用,鋼筋混凝土造,88年11月17日,四層,一層 二層 三層 四層
RPPOMLQKNHOFFCJ98CA,21,322.16,農舍,鋼造,86年7月1日,一層,一層
RPUOPLTLNHOFFCJ57CA,4,82.80,見其他登記事項,鋼筋混凝土造,104年7月13日,十四層,二層
RPWNPLTLNHOFFCJ67CA,3,84.20,見其他登記事項,鋼筋混凝土造,105年9月29日,七層,二層
RPWNPLTLNHOFFCJ67CA,3,17.80,見其他登記事項,鋼筋混凝土造,105年9月29日,七層,
RPUOPLTLNHOFFCJ57CA,4,.00,共有部份,鋼筋混凝土造,104年7月13日,十四層,
RPWNPLTLNHOFFCJ67CA,3,48.69,見其他登記事項,鋼筋混凝土造,105年9月29日,七層,
RPUOPLTLNHOFFCJ57CA,4,.02,見其他登記事項,鋼筋混凝土造,104年7月13日,十四層,一層
RPUOPLTLNHOFFCJ57CA,4,28.73,共有部份,鋼筋混凝土造,104年7月13日,十四層,
RPUOPLTLNHOFFCJ57CA,4,17.55,共有部份,鋼筋混凝土造,104年7月13日,十四層,
RPUOPLTLNHOFFCJ57CA,4,19.88,共有部份,鋼筋混凝土造,104年7月13日,十四層,
RPOOPLTLNHOFFCJ96CA,3,95.28,見其他登記事項,鋼筋混凝土造,105年9月29日,七層,一層
RPOOPLTLNHOFFCJ96CA,3,18.11,見其他登記事項,鋼筋混凝土造,105年9月29日,七層,
RPOOPLTLNHOFFCJ96CA,3,53.28,見其他登記事項,鋼筋混凝土造,105年9月29日,七層,
RPXNPLTLNHOFFCJ77CA,3,83.32,見其他登記事項,鋼筋混凝土造,105年9月29日,七層,三層
