編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTOMLKLQHOFFAO86CA,22,93.22,住家用,鋼筋混凝土造,86年6月30日,八層,七層
RPTOMLKLQHOFFAO86CA,22,19.98,共有部分,鋼筋混凝土造,86年6月30日,八層,
RPTOMLKLQHOFFAO86CA,22,12.97,共有部分,鋼筋混凝土造,86年6月30日,八層,
RPSNMLOKQHOFFAO96CA,,81.11,見其他登記事項,鋼筋混凝土造,108年2月22日,五層,二層
RPSNMLOKQHOFFAO96CA,,15.12,共有部分,鋼筋混凝土造,108年2月22日,五層,
RPRNMLOKQHOFFAO86CA,,81.11,見其他登記事項,鋼筋混凝土造,108年2月22日,五層,五層
RPRNMLOKQHOFFAO86CA,,15.12,共有部分,鋼筋混凝土造,108年2月22日,五層,
RPWOMLKLQHOFFAO17CA,22,97.33,見其他登記事項,鋼筋混凝土造,86年11月11日,十五層,十四層
RPWOMLKLQHOFFAO17CA,22,15.99,共有部分,鋼筋混凝土造,86年11月11日,十五層,
RPWOMLKLQHOFFAO17CA,22,33.34,共有部分,鋼筋混凝土造,86年11月11日,十五層,
RPTNMLOLQHOFFAO17CA,8,61.94,見其他登記事項,鋼筋混凝土造,100年3月7日,十三層,六層
RPTNMLOLQHOFFAO17CA,8,15.90,共有部分,鋼筋混凝土造,100年3月7日,十三層,
RPTNMLOLQHOFFAO17CA,8,52.17,共有部分,鋼筋混凝土造,100年3月7日,十三層,
RPXNMLKLQHOFFAO17CA,8,64.83,見其他登記事項,鋼筋混凝土造,100年3月7日,十三層,十二層
RPXNMLKLQHOFFAO17CA,8,16.65,共有部分,鋼筋混凝土造,100年3月7日,十三層,
RPXNMLKLQHOFFAO17CA,8,53.12,共有部分,鋼筋混凝土造,100年3月7日,十三層,
RPTQMLNJRHOFFAO27CA,10,39.92,見其他登記事項,鋼筋混凝土造,98年10月6日,十四層,
RPTQMLNJRHOFFAO27CA,10,.08,見其他登記事項,鋼筋混凝土造,98年10月6日,十四層,一層
RPTQMLNJRHOFFAO27CA,10,.01,見其他登記事項,鋼筋混凝土造,98年10月6日,十四層,
RPTQMLNJRHOFFAO27CA,10,100.49,見其他登記事項,鋼筋混凝土造,98年10月6日,十四層,二層
RPTQMLNJRHOFFAO27CA,10,16.94,見其他登記事項,鋼筋混凝土造,98年10月6日,十四層,
RPTQMLNJRHOFFAO27CA,10,18.87,見其他登記事項,鋼筋混凝土造,98年10月6日,十四層,
RPXNMLOLQHOFFAO57CA,5,88.01,見其他登記事項,鋼筋混凝土造,103年11月10日,十四層,十四層
RPXNMLOLQHOFFAO57CA,5,68.60,共有部分,鋼筋混凝土造,103年11月10日,十四層,
RPXNMLOLQHOFFAO57CA,5,16.38,共有部分,鋼筋混凝土造,103年11月10日,十四層,
RPTOMLLLQHOFFAO96CA,26,29.90,住家用,鋼筋混凝土造,82年11月9日,五層,二層
RPTOMLLLQHOFFAO96CA,26,9.10,共有部分,鋼筋混凝土造,82年11月9日,五層,
RPVNMLRLQHOFFAO67CA,11,7.68,見其他登記事項,鋼筋混凝土造,97年5月13日,十層,
RPVNMLRLQHOFFAO67CA,11,8.02,見其他登記事項,鋼筋混凝土造,97年5月13日,十層,
RPVNMLRLQHOFFAO67CA,11,23.55,辦公室,鋼筋混凝土造,97年5月13日,十層,八層
RPQNMLMJRHOFFAO56CA,21,235.99,見其他登記事項,鋼筋混凝土造,87年12月3日,四層,一層 二層 三層 四層
RPQPMLRLQHOFFAO37CA,10,32.56,辦公室,鋼筋混凝土造,98年3月19日,十層,五層
RPQPMLRLQHOFFAO37CA,10,14.76,見其他登記事項,鋼筋混凝土造,98年3月19日,十層,
RPQPMLRLQHOFFAO37CA,10,4.04,見其他登記事項,鋼筋混凝土造,98年3月19日,十層,
RPQPMLRLQHOFFAO37CA,10,.08,辦公室,鋼筋混凝土造,98年3月19日,十層,地下二層
RPQPMLRLQHOFFAO37CA,10,13.29,見其他登記事項,鋼筋混凝土造,98年3月19日,十層,
RPVNMLLLQHOFFAO07CA,,93.58,住家用,鋼筋混凝土造,,五層,四層
RPVNMLLLQHOFFAO07CA,,16.48,共有部分,鋼筋混凝土造,,五層,
RPXNMLTJRHOFFAO97CA,9,69.35,見其他登記事項,鋼筋混凝土造,99年8月9日,十五層,四層
RPXNMLTJRHOFFAO97CA,9,45.25,共有部分,鋼筋混凝土造,99年8月9日,十五層,
RPXNMLTJRHOFFAO97CA,9,16.94,共有部分,鋼筋混凝土造,99年8月9日,十五層,
RPSNMLOLQHOFFAO07CA,12,20.15,見其他登記事項,鋼筋混凝土造,96年12月5日,十一層,五層
RPSNMLOLQHOFFAO07CA,12,11.92,見其他登記事項,鋼筋混凝土造,96年12月5日,十一層,
RPTPMLNJRHOFFAO17CA,,45.08,住家用,鋼筋混凝土造,,五層,四層
RPTPMLNJRHOFFAO17CA,,1.98,共有部分,鋼筋混凝土造,,五層,
RPTPMLNJRHOFFAO17CA,,12.38,共有部分,鋼筋混凝土造,,五層,
RPTPMLNJRHOFFAO17CA,,1.98,共有部分,鋼筋混凝土造,,五層,
RPTPMLNJRHOFFAO17CA,,2.06,共有部分,鋼筋混凝土造,,五層,
RPTPMLNJRHOFFAO17CA,,31.36,住家用,鋼筋混凝土造,,五層,四層
RPPPMLKKRHOFFAO56CA,21,112.26,住家用,鋼筋混凝土造,87年6月15日,十層,四層
RPPPMLKKRHOFFAO56CA,21,19.76,共有部分,鋼筋混凝土造,87年6月15日,十層,
RPPPMLKKRHOFFAO56CA,21,56.91,共有部分,鋼筋混凝土造,87年6月15日,十層,
RPRQMLQJRHOFFAO37CA,41,75.00,住家用,鋼筋混凝土造,67年6月12日,四層,四層
RPRNMLRKQHOFFAO17CA,24,75.34,住家用,鋼筋混凝土造,84年9月25日,十三層,六層
RPRNMLRKQHOFFAO17CA,24,7.07,共有部分,鋼筋混凝土造,84年9月25日,十三層,
RPRNMLRKQHOFFAO17CA,24,16.10,共有部分,鋼筋混凝土造,84年9月25日,十三層,
RPTNMLTKQHOFFAO57CA,44,149.04,住家用,加強磚造,64年7月19日,二層,一層 二層
RPUPMLMLQHOFFAO27CA,12,134.53,見其他登記事項,鋼筋混凝土造,96年3月6日,七層,三層
RPUPMLMLQHOFFAO27CA,12,21.98,見其他登記事項,鋼筋混凝土造,96年3月6日,七層,
RPUPMLMLQHOFFAO27CA,12,54.05,見其他登記事項,鋼筋混凝土造,96年3月6日,七層,
RPWOMLNLQHOFFAO47CA,23,92.52,住家用,鋼筋混凝土造,85年11月9日,七層,七層
RPWOMLNLQHOFFAO47CA,23,52.55,共有部分,鋼筋混凝土造,85年11月9日,七層,
RPWNMLPKQHOFFAO47CA,,111.92,見其他登記事項,鋼筋混凝土造,107年10月11日,四層,一層 二層 三層 四層
RPXOMLTKQHOFFAO08CA,20,80.81,住家用,鋼筋混凝土造,88年3月10日,十四層,十一層
RPXOMLTKQHOFFAO08CA,20,33.33,共有部分,鋼筋混凝土造,88年3月10日,十四層,
RPXOMLTKQHOFFAO08CA,20,11.89,共有部分,鋼筋混凝土造,88年3月10日,十四層,
RPVPMLRLQHOFFAO87CA,26,51.50,住商用,鋼筋混凝土造,82年7月12日,五層,三層
RPVPMLRLQHOFFAO87CA,26,5.50,共有部分,鋼筋混凝土造,82年7月12日,五層,
RPXNMLPKQHOFFAO57CA,1,114.48,見其他登記事項,鋼筋混凝土造,107年10月11日,四層,一層 二層 三層 四層
RPVOMLNLQHOFFAO37CA,39,91.54,住家用,鋼筋混凝土造,69年5月15日,五層,三層
RPVOMLNLQHOFFAO37CA,39,12.07,共有部分,鋼筋混凝土造,69年5月15日,五層,
RPTQMLQJRHOFFAO57CA,11,73.82,見其他登記事項,鋼筋混凝土造,97年5月20日,十四層,五層
RPTQMLQJRHOFFAO57CA,11,11.05,見其他登記事項,鋼筋混凝土造,97年5月20日,十四層,
RPTQMLQJRHOFFAO57CA,11,3.38,見其他登記事項,鋼筋混凝土造,97年5月20日,十四層,
RPTQMLQJRHOFFAO57CA,11,25.11,見其他登記事項,鋼筋混凝土造,97年5月20日,十四層,
RPQNMLQKQHOFFAO96CA,22,95.70,住家用,鋼筋混凝土造,86年12月2日,八層,六層
RPQNMLQKQHOFFAO96CA,22,12.27,共有部分,鋼筋混凝土造,86年12月2日,八層,
RPQNMLQKQHOFFAO96CA,22,36.34,共有部分,鋼筋混凝土造,86年12月2日,八層,
