編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLOKQHOFFAD18CA,34,123.52,住家用,鋼筋混凝土造,74年2月6日,二層,一層 二層 屋頂突出物
RPUOMLPKQHOFFAD88CA,13,373.59,見其他登記事項,見其他登記事項,95年9月20日,五層,一層 二層 三層 四層 五層
RPSPMLNLQHOFFAD68CA,33,137.72,住家用,加強磚造,75年12月10日,二層,一層 二層 屋頂突出物
RPQNMLKMQHOFFAD08CA,17,120.56,見其他登記事項,鋼筋混凝土造,91年12月27日,十三層,一層 二層 騎樓
RPQNMLKMQHOFFAD08CA,17,39.32,共有部分,鋼筋混凝土造,91年12月27日,十三層,
RPOPMLQKQHOFFAD48CA,35,87.52,住家用,鋼筋混凝土造,73年11月28日,五層,三層
RPOPMLQKQHOFFAD48CA,35,12.59,共有部分,鋼筋混凝土造,73年11月28日,五層,
RPXNMLPKQHOFFAD09CA,4,55.09,見其他登記事項,見其他登記事項,104年11月5日,二十四層,十四層
RPXNMLPKQHOFFAD09CA,4,23.51,見其他登記事項,見其他登記事項,104年11月5日,二十四層,
RPROMLMJRHOFFAD28CA,37,18.53,住家用,鋼筋混凝土造,71年2月23日,七層,五層
RPROMLMJRHOFFAD28CA,37,6.28,共有部分,鋼筋混凝土造,71年2月23日,七層,
RPROMLMJRHOFFAD28CA,37,.00,共有部分,鋼筋混凝土造,71年2月23日,七層,
RPRNMLMJRHOFFAD18CA,37,15.83,共有部分,鋼筋混凝土造,71年6月3日,五層,
RPRNMLMJRHOFFAD18CA,37,77.43,住家用,鋼筋混凝土造,71年6月3日,五層,三層
RPPNMLQKQHOFFBD48CA,37,106.30,住家用,加強磚造,70年10月22日,二層,一層 二層 屋頂突出物 騎樓
RPVNMLMKQHOFFAD58CA,42,27.63,住家用,鋼筋混凝土造,66年12月2日,七層,七層 陽台
RPVNMLMKQHOFFAD58CA,42,6.15,共有部分,鋼筋混凝土造,66年12月2日,七層,
RPRNMLPKQHOFFCD68CA,41,687.44,住家用,鋼筋混凝土造,67年12月22日,五層,一層 二層 三層 四層 五層 地下層
RPTNMLOLQHOFFBD78CA,38,89.67,見其他登記事項,鋼筋混凝土造,70年9月7日,四層,四層
RPTNMLOLQHOFFBD78CA,38,.00,共有部分,鋼筋混凝土造,70年9月7日,四層,
RPTNMLOLQHOFFBD78CA,38,.05,見其他登記事項,鋼筋混凝土造,70年9月7日,四層,一層
RPTNMLOLQHOFFBD78CA,38,.00,共有部分,鋼筋混凝土造,70年9月7日,四層,
RPTNMLOLQHOFFBD78CA,38,.05,見其他登記事項,鋼筋混凝土造,70年9月7日,四層,一層
RPTNMLOLQHOFFBD78CA,38,.00,共有部分,鋼筋混凝土造,70年9月7日,四層,
RPTNMLOLQHOFFBD78CA,38,.00,共有部分,鋼筋混凝土造,70年9月7日,四層,
RPTNMLOLQHOFFBD78CA,38,8.08,共有部分,鋼筋混凝土造,70年9月7日,四層,
RPTNMLOLQHOFFBD78CA,38,3.07,見其他登記事項,鋼筋混凝土造,70年9月7日,四層,
RPQNMLTKQHOFFCD98CA,1,57.82,見其他登記事項,見其他登記事項,107年6月19日,十五層,二層
RPQNMLTKQHOFFCD98CA,1,53.27,見其他登記事項,見其他登記事項,107年6月19日,十五層,
RPSNMLQLQHOFFBD88CA,7,199.38,見其他登記事項,鋼筋混凝土造,101年6月5日,四層,一層 二層 三層 四層 屋頂突出物
RPVNMLPKQHOFFBD98CA,1,186.35,住家用,鋼筋混凝土造,107年12月19日,三層,一層 二層 三層 屋頂突出物
RPOOMLOKQHOFFCD38CA,20,96.98,見其他登記事項,鋼筋混凝土造,88年10月21日,十三層,三層
RPOOMLOKQHOFFCD38CA,20,33.91,共有部分,鋼筋混凝土造,88年10月21日,十三層,
